(0, 10)
(1, 14)
(2, 3)
(3, 15)
(4, 1)
(5, 4)
(6, 18)
(7, 2)
(8, 3)
(9, 1)
(10, 20)
(11, 6)
(12, 12)
(13, 6)
(14, 5)
(15, 9)
(16, 3)
(17, 3)
(18, 1)
(19, 16)
(20, 15)
(21, 11)
(22, 1)
(23, 5)
(24, 4)
(25, 19)
(26, 11)
(27, 18)
(28, 4)
(29, 5)
(30, 5)
(31, 6)
(32, 14)
(33, 7)
(34, 18)
(35, 6)
(36, 5)
(37, 1)
(38, 11)
(39, 4)
(40, 5)
(41, 5)
(42, 17)
(43, 2)
(44, 6)
(45, 12)
(46, 6)
(47, 13)
(48, 9)
(49, 11)
(50, 10)
(51, 2)
(52, 6)
(53, 9)
(54, 5)
(55, 5)
(56, 10)
(57, 21)
(58, 3)
(59, 9)
(60, 2)
(61, 5)
(62, 4)
(63, 3)
(64, 9)
(65, 4)
(66, 6)
(67, 3)
(68, 8)
(69, 4)
(70, 34)
(71, 9)
(72, 8)
(73, 5)
(74, 4)
(75, 2)
(76, 30)
(77, 2)
(78, 1)
(79, 7)
(80, 1)
(81, 2)
(82, 2)
(83, 4)
(84, 9)
(85, 4)
(86, 4)
(87, 11)
(88, 12)
(89, 9)
(90, 15)
(91, 6)
(92, 15)
(93, 2)
(94, 4)
(95, 8)
(96, 3)
(97, 26)
(98, 1)
(99, 7)
(100, 5)
(101, 12)
(102, 14)
(103, 5)
(104, 11)
(105, 4)
(106, 6)
(107, 25)
(108, 5)
(109, 11)
(110, 4)
(111, 5)
(112, 17)
(113, 9)
(114, 4)
(115, 6)
(116, 12)
(117, 13)
(118, 2)
(119, 7)
(120, 3)
(121, 1)
(122, 6)
(123, 4)
(124, 3)
(125, 3)
(126, 3)
(127, 1)
(128, 8)
(129, 6)
(130, 16)
(131, 2)
(132, 7)
(133, 14)
(134, 20)
(135, 12)
(136, 9)
(137, 13)
(138, 5)
(139, 7)
(140, 11)
(141, 1)
(142, 3)
(143, 1)
(144, 2)
(145, 14)
(146, 3)
(147, 1)
(148, 8)
(149, 9)
(150, 5)
(151, 1)
(152, 7)
(153, 6)
(154, 2)
(155, 1)
(156, 6)
(157, 10)
(158, 8)
(159, 26)
(160, 4)
(161, 9)
(162, 13)
(163, 14)
(164, 4)
(165, 15)
(166, 9)
(167, 1)
(168, 4)
(169, 1)
(170, 18)
(171, 5)
(172, 7)
(173, 5)
(174, 12)
(175, 1)
(176, 1)
(177, 8)
(178, 16)
(179, 1)
(180, 3)
(181, 6)
(182, 7)
(183, 5)
(184, 2)
(185, 9)
(186, 1)
(187, 3)
(188, 4)
(189, 14)
(190, 17)
(191, 4)
(192, 6)
(193, 29)
(194, 5)
(195, 8)
(196, 8)
(197, 6)
(198, 6)
(199, 4)
(200, 12)
(201, 4)
(202, 18)
(203, 2)
(204, 11)
(205, 3)
(206, 3)
(207, 17)
(208, 3)
(209, 5)
(210, 4)
(211, 7)
(212, 3)
(213, 1)
(214, 5)
(215, 9)
(216, 6)
(217, 5)
(218, 12)
(219, 9)
(220, 4)
(221, 12)
(222, 10)
(223, 7)
(224, 18)
(225, 12)
(226, 11)
(227, 7)
(228, 7)
(229, 3)
(230, 3)
(231, 5)
(232, 11)
(233, 5)
